optionID,optionDescription,price,quantity,extendedPrice
Custom,Level 2 - Bath #2 Bathroom Floor Tile,250,1,250
Custom,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to 2nd floor",30,1,30
Custom,Level 2 - Carpet Pad - 8 lb. Bedroom #3,40,1,40
Custom,Level 2 - Carpet Pad - 8 lb. Upstairs Home Office,70,1,70
Custom,Level 2 - Carpet Pad - Bedroom 2,40,1,40
Custom,Level 2 - Decorative band Random Linear,445,1,445
Custom,Level 2 - Fireplace Ceramic 12x12,20,1,20
Custom,Level 2 - Hardwood floor in Laundry Room,100,1,100
Custom,Level 2 - Hardwood Flooring at Dining Room,950,1,950
Custom,Level 2 - Master Bath Shower Floor,200,1,200
Custom,Level 2 - Tile Fireplace Surround,50,1,50
Custom,Level 2 carpet - stairs to second floor,70,1,70
Custom,Level 2 carpet pad in first floor bedroom 3,60,1,60
Custom,Level 2 LVP in Standard hardwood areas on 1st floor,970,1,970
Custom,Level 2 Tile - Bath #2 Floor,120,1,120
Custom,Level 2 Tile - Bath #3 Floor,150,1,150
Custom,Level 2 Tile in Master Bath Shower Floor,200,1,200
Custom,Level 3 - Bath #2 Bathroom Floor,270,1,270
Custom,"Level 3 - Carpet Pad - 1/2"" 8LB Master Bedroom",120,2,240
Custom,Level 3 - Fireplace tile finish,60,1,60
Custom,Level 3 - Fireplace tile upgrade,60,2,120
Custom,Level 3 - Master Bath Bathroom Floor - Alternate Bathroom,590,1,590
Custom,Level 3 - Pet Prood Carpet Pad - 8lb Bedroom #3,90,1,90
Custom,Level 3 carpet - Landing,80,1,80
Custom,Level 3 LVP - Basement Office,1600,1,1600
Custom,Level 3 LVP - Bsement Rec Room,5420,1,5420
Custom,Level 4 - Master bath - shower wall and bath floor,2300,1,2300
Custom,Level 4 - Master Bath Floor,860,1,860
Custom,level 4 - upgrade fireplace tile to 2x4,275,1,275
Custom,Level 4 -Master bath main bath floor,550,1,550
Custom,Level 4 Hardwood - Loft/Hall,4770,1,4770
Custom,Level 4 Hardwood - Standard areas,4480,1,4480
Custom,Level 4 tile - Master bath main floor/shower floor,610,1,610
Custom,Level 4 Tile Backsplash to the Ceiling at Basement Wet Bar,1920,1,1920
Custom,Level 4 Tile in Master Bath Shower and Tub,1060,1,1060
Custom,Level 5 - Tile Backsplash at Kitchen Dry Bar,770,1,770
Custom,Lighting - Lighting Upgrades,2335,1,2335
Custom,Lighting - Upgrade Flush Mount Light to Level 2 Dining Room Light,480,1,480
Custom,Lighting Upgrades,8978.78,1,8978.78
Custom,Lighting- add (2) rear motion detector lights FL55ABZ,240,1,240
Custom,LVP - Level 3 in standard areas,850,1,850
Custom,Make basement bath shower walk in no tub,1820,1,1820
Custom,Make entry to office in basement 4' DWO,250,1,250
Custom,make top half of 2 master outlets 3 way switch,100,1,100
Custom,"Mantle - DO NOT INSTALL, buyer will have finish trim around tile only",0,1,0
Custom,Master bath  Tub wall listello,299.02,1,299.02
Custom,"Master bath - 12"" vertical accent band level 2",450,1,450
Custom,"Master bath - accent band 6"" wide vertically installed",425,1,425
Custom,"Master bath - add  Level 4 - 4"" accent band(approx.)",490,1,490
Custom,"Master Bath - Add 4"" Accent Linear in Master Shower",567,1,567
Custom,"Master bath - add 6"" accent band to shower only",425,1,425
Custom,"Master Bath - Add Approx. 4"" Accent Band in Master Shower",425,1,425
Custom,"Master bath - add decorative band at eye level Level 1 6""",400,1,400
Custom,Master Bath - Add Super Combo Recessed Shampoo Niche in Shower,200,1,200
Custom,Master bath - Level 4 wall tile,775,1,775
Custom,Master bath - main floor Level 4,770,1,770
Custom,"Master bath - shower accent 4"" band",400,1,400
Custom,Master bath - upgrade shower door to semi-frameless stainless,1450,1,1450
Custom,Master Bath - Upgrade to Level 2 Bathroom Floor Tile,270,1,270
Custom,Master bath - upgrade to rain shower head and separate valve,985,1,985
Custom,"Master bath - upgrade vanity faucets to 8"" widespread Cassidy stainless",760,1,760
Custom,Master Bath Bathroom Floor - Alternate Bathroom - Level 2,420,1,420
Custom,Master Bath Bathroom Floor - Level 3,790,1,790
Custom,Master bath Cassidy Widespread 3597LF - SSMPU,760,1,760
Custom,Master Bath Change toilet to Elongated,50,1,50
Custom,Master bath main floor - Standard Bathroom- Level 3 tile,620,1,620
Custom,Master bath main floor - upgrade to level 4 in alternate bath,820,1,820
Custom,Master bath shower - accent tiile,395,1,395
Custom,Master bath shower - add color wave mosaic band around shower,1022.15,1,1022.15
Custom,Master bath Shower - add tiled bench seat,300,1,300
Custom,Master bath shower - upgrade to Linden valve and head Chrome,80,1,80
Custom,Master bath tear out of all tile,1358.52,1,1358.52
Custom,Master shower - add bench seat,250,1,250
Custom,"Master shower - add Level 1 accent bands 2-2"" bands",400,1,400
Custom,Master shower - decorative cubby back,119.6,1,119.6
Custom,Master shower door - upgrade to semi framless stainless - Celesta,530,1,530
Custom,Master WIC - upgrade to level 2 hardwood,459.5,2,919
Custom,Microwave Trim kit,135,1,135
Custom,"Mirror - Delete Mirrors in Master Bath, Powder Bath, Basement Bath",-271,1,-271
Custom,Modify garage stairs into home,150,1,150
Custom,Modify the master vanity to accommodate wheelchair,595,1,595
Custom,Mud bench in Painted white in key drop area,2370,1,2370
Custom,No bathroom accessories in Master Bath and Bath 2,0,1,0
Custom,No folding counter - buyer purchased utility sink,0,1,0
Custom,No mirrors in Master Bath and Bath 2,0,1,0
Custom,Open handrail in middle of stairs to wall.,1920,1,1920
Custom,Option credit Lot # 28 BRC,-8000,1,-8000
Custom,Optional 2668 Door From Master Bedroom To Laundry,190,1,190
Custom,Optional 5' Bookcase (Each),1510,1,1510
Custom,Optional 5' bookcases on each side of fireplace,2390,1,2390
Custom,Optional 5ft Bookcase (Each),1195,2,2390
Custom,"Optional 8"" Tray Ceiling in Dining Room",800,2,1600
Custom,Optional Full Lite Door in Master,80,1,80
Custom,Optional tray ceiling in Master Bedroom,800,1,800
Custom,Optional Tray In Great Room,620,1,620
Custom,Options Selected in VDC,91368,1,91368
Custom,Other Change Orders,7811.46,1,7811.46
Custom,Paid o/s closing-concrete,120,1,120
Custom,Paint - all main areas only; not baths or bedrooms or laundry,900,1,900
Custom,Paint - Paint Powder Bath Dark Color,350,1,350
Custom,Paint Slanted Sides of Hip Vault,470,1,470
Custom,Paint Slanted Sides of Hip Vault in Great Room,300,1,300
Custom,Photo Cell,75,1,75
Custom,Plan Revisions,3099.813333,3,9299.44
Custom,Plumbing - Add Hand Held Shower Faucet on Hook w/ Seperate Valve,791,1,791
Custom,Plumbing - Add Water Line for Under Counter Ice Maker,127,1,127
Custom,Plumbing - Upgrade Laundry Faucet to Victorian Faucet - SS,410,1,410
Custom,Plywood,150,1,150
Custom,"POC: Elec, concrete, sod",2265,1,2265
Custom,Powder Bath - Comfort Height Elongated Toilet,160,1,160
Custom,Powder Bath - Upgrade commode to comfort height,160,1,160
Custom,Powder Room - Change Toilet to Comfort HT Toilet,160,1,160
Custom,Powder Room - Upgrade commode to comfort height,160,1,160
Custom,Powder room Change toilet to Comfort Height,160,5,800
Custom,Prewire for speakers in great room,105,1,105
Custom,Reinstall level 4 tile in entire master bath,4127.52,1,4127.52
Custom,remove colums in Study and close in w double half lite pocket doors,1058,1,1058
Custom,Remove existing CM tops to install granite tops,0,1,0
Custom,Remove upgrade for front door added in VDC options,-949,1,-949
Custom,Repaint main areas,800,1,800
Custom,Retaining wall - per M. Metzkes,2120,1,2120
Custom,Rock Removal,7866.375,2,15732.75
Custom,Roof - Dimensional Shingle Upgrade,950,1,950
Custom,Rough in for 2nd Future Full Bath in Basement,1154,1,1154
Custom,Rough in for 2nd Kitchen in Basement,1366,1,1366
Custom,Rough-in coach lights for 3 car garage,150,1,150
Custom,Rough-in paddle fan w/2 switches,70,1,70
Custom,Screen Covered Porch,2995,1,2995
Custom,Semi-Frameless shower door w/ Stainless accent,650,1,650
Custom,Seperate Fan/Light in Master Bathroom,50,1,50
Custom,Shelving credit,-357.7,1,-357.7
Custom,Shower door - Bath #2  change to bronze frame,350,1,350
Custom,Single Stainless Steel Kitchen Sink,245,1,245
Custom,Sitting bar area in basement between poles,3780,1,3780
Custom,Sliding glass doors to shower in basement walk in shower,700,1,700
Custom,Square off Front Bedroom,450,1,450
Custom,Stained Fireplace Mantle and Legs,570,1,570
Custom,Stairs to the Basement to have Runner,588.32,1,588.32
Custom,Stamped Concrete,4264,1,4264
Custom,Structual,12209,1,12209
Custom,Structural - Add Arched Recessed Niche in Hallway next to Guest Suite,300,1,300
Custom,Structural Change Order Fee,175,2,350
Custom,"Sundeck 12x12""6""",4050,1,4050
Custom,Take Level 1 tile higher in basement bath tub area,375,1,375
Custom,Tile - Add Accent Strip in Master Shower,337.5,2,675
Custom,Tile - Add Level 1 Accent Strip to KItchen Backsplash,380,1,380
Custom,TIle - Upgrade to Level 4 Tile Shower Walls to Ceiling,930,1,930
Custom,Transom over door from master bedroom to porch,0,1,0
Custom,Trim - Add Fluted Cased Opening to Mudroom,312,1,312
Custom,Trim - Add Wainscotting in Foyer Like Avondale Model,1550,1,1550
Custom,Trim - Add Wainscotting in Study - Painted to Match Interior Trim,3504,1,3504
Custom,Trim - Upgrade Newel Post to Box Newel Stained to Blend w/ Hardwood,540,1,540
Custom,Upgrade 16x8 Carriage House door to Model 5293 Oak Wood Tone,950,1,950
Custom,"Upgrade 2 pc crown in tray in great room to 5 1/4"" 3pc crown",325,1,325
Custom,Upgrade 3rd car garage door to wood grain style,595,1,595
Custom,Upgrade 9x7 carriage house garage door to 9x8 carriage house,250,1,250
Custom,Upgrade appliances to Slate,790,1,790
Custom,Upgrade balusters for 2nd Floor,450,1,450
Custom,Upgrade Balusters on Deck to Iron,1040,1,1040
Custom,"Upgrade base on 2nd floor to 5 1/4"" O.G.",520,1,520
Custom,"Upgrade base to 4 1/4"" O.G. first floor",950,1,950
Custom,"Upgrade base to 4 1/4"" standard O. G. 2nd floor",180,1,180
Custom,"Upgrade base to 4 1/4"" standard O. G. on 2nd floor",250,1,250
Custom,"Upgrade baseboard to 4 1/4"" O.G. on 2nd floor",100,1,100
Custom,Upgrade cabinet base in laundry to level 3,180,1,180
Custom,Upgrade casing on 2nd floor to 3 1/2 Colonial,450,1,450
Custom,Upgrade Desk to Dry Bar,270,1,270
Custom,Upgrade Flush Mount Light to Level 1 Dining Room Light,278,1,278
Custom,Upgrade Front Door Handle to Level 2,115,1,115
Custom,Upgrade Front Door Hardware to Level 2,175,1,175
Custom,Upgrade Front Door to Alexandria Double Door Unit w/ Flemish Glass,2723,1,2723
Custom,Upgrade granite top in kitchen,2027,1,2027
Custom,"Upgrade included crown to 4 1/4"" poplar",1310,1,1310
Custom,Upgrade interior garage door to solid core door,205,1,205
Custom,Upgrade Kitchen Sink to Karran Single Bowl,390,1,390
Custom,Upgrade Roof Shingle to Landmark Architectural,925,1,925
Custom,Upgrade roofing shingle to Landmark Dimensional,950,1,950
Custom,Upgrade shingles to Landmark architectural,950,1,950
Custom,Upgrade standard roofing shingles to Lifetime Dimensional shingles,950,1,950
Custom,Upgrade to arts and crafts corbels in kitchen,300,1,300
Custom,Upgrade to french door refrigerator - counter depth,1930,1,1930
Custom,Upgrade to Full Extentsion Soft Close Doors & Drawers in Butler's Pantry,150,1,150
Custom,Upgrade to Karran Sink (Equal),390,1,390
Custom,Upgrade to Level 1 Quartz with Stainless Sink in Laundry Room,600,1,600
Custom,"Upgrade to Level 3 Quartz in Basement 8' 4"" Wet Bar",2950,1,2950
Custom,"Uprade 2nd Floor Casing to 3 1/2"" Colonial Casing",275,1,275
Custom,Uprade the sold 220 outlet to a 50 amp,60,1,60
Custom,use area where steps are located for mechanical room,1822,1,1822
Custom,vdc,51103.935,16,817662.96
Custom,VDC Sales Options,21436,1,21436
Custom,VDC Structural Options,102440,1,102440
Custom,Wainscotting in foyer - same as Model at Douglass Hills foyer,2900,1,2900
Custom,Wet Bar - Full extension soft close doors & Drawers,720,1,720
Custom,window,0,1,0
Custom,Windows - Upgrade to Colored Windows,0,1,0
Custom,Wire for future fixtures - (2),100,1,100
Custom,Wood deck - upgrade decking in the field,3080,1,3080
Custom,12' Garage Ceiling,7500,1,7500
Custom,1pc crown in foyer tray,170,1,170
Custom,2 bar pendant lights recess and switch,120,2,240
Custom,21.5' x 10' Deck w/ Stairs,5000,1,5000
Custom,"32"" door with flat threshold from garage to mud room for wheelchair",35,1,35
Custom,"4 1/4"" Furniture base molding on back of island",600,1,600
Custom,50 amp circuit to iinclude the circuit weatherproof panel,1230,1,1230
Custom,"6"" vertical accent band",495,1,495
Custom,"6' Wet bar - Install 4"" splash",0,1,0
Custom,Accent band - level 2 Zone light blend,395,1,395
Custom,Accent band - master shower,400,1,400
Custom,Accent Wall - back wall of stairs leading to basement,250,3,750
Custom,Add (1) 3365-2 window to Basement,990,1,990
Custom,Add (2) 3266 Single Window To Rec Room of Finished Basement,780,1,780
Custom,Add (2) 3365-1 single windows to basement,990,1,990
Custom,Add 1 Pc Crown at Foyer,190,1,190
Custom,Add 1 pc crown molding to tray in foyer.,150,1,150
Custom,Add 1 pc crown molding to tray of hip vault in Great room,270,1,270
Custom,Add 1 pc crown to triple tray in foyer,270,1,270
Custom,Add 184 Sq Feet of decking,1656,1,1656
Custom,Add 1pc Crown to tray of den/study,160,1,160
Custom,Add 2 Concrete Steps,400,1,400
Custom,Add 2 Side Rails for Front Porch,700,1,700
Custom,Add 2 Single 3365-1 Windows in Basement Rec Room,1080,1,1080
Custom,"Add 2"" wood blinds to all operable windows only",3600,1,3600
Custom,Add 2ft rear Extension to Kitchen and Great Room,5900,1,5900
Custom,Add 2nd 300 Sq Ft deck due to grade change,6600,1,6600
Custom,Add 3 landings to decking,450,1,450
Custom,Add 3 pendant lights over the island,260,1,260
Custom,Add 351 Sq. Ft. of Patio,3334.5,1,3334.5
Custom,Add 360 sf. ft. of Decking,7200,1,7200
Custom,"Add 4"" Tile Accent Strip around Tup Splash in the Master Bath",425,1,425
Custom,"Add 6"" accent band to master shower",495,1,495
Custom,Add 6080 hinged single door at Covered Porch,110,1,110
Custom,Add 8' Wet bar in Finished Basement,3459,1,3459
Custom,Add a 4-Way Switch,75,1,75
Custom,Add Additional Sq. Ft. of Deck,22,152,3344
Custom,Add Additional Sq. Ft. of Decking,968,1,968
Custom,Add additional wire shelving - per superintendent change,260.45,1,260.45
Custom,Add Alarm System - Non-Walkout - Unfinished Basement,2550,1,2550
Custom,Add Applied Coffered Ceiling in Master Tray Ceiling (Like 289 SR Model),1827,1,1827
Custom,Add approx. 450 SQ FT to driveway,2700,1,2700
Custom,Add Ceiling Detail in Foyer Tray Ceiling (Like 289 SR Model),775,1,775
Custom,Add Coach Light by Basement Door,90,1,90
Custom,Add concrete steps at covered porch - (2),600,1,600
Custom,Add corner shower seat to master bath,200,1,200
Custom,add dimmer switch,75,4,300
Custom,Add Dishwasher Circuit to Basement Bar,125,1,125
Custom,Add Doors to unfinished walk-out area; opening to rear yard.,770,1,770
Custom,Add double sliding framed glass doors to walk in shower in basement,682.5,1,682.5
Custom,Add Extra Sq. Ft. of Decking,22,58,1276
Custom,Add Floor Drain in Basement by Washer/Dryer Rough-In,230,1,230
Custom,Add Fluorescent Headed Light (UCL),100,1,100
Custom,Add Flush Furniture Base Mldg. to Sides and Back of Island,860,1,860
Custom,Add Fluted Cased Mldg. on Opening from Mudroom to Foyer,380,1,380
Custom,Add fluted cased opening from Mudroom to Foyer,380,1,380
Custom,Add folding counter in laundry,350,1,350
Custom,Add Folding Counter in Laundry Room,316.25,4,1265
Custom,Add Full TIled Bench in Master Shower,200,1,200
Custom,Add hardwood to rec room in finished basement 672 sf,10,675,6750
Custom,Add icemaker line in basement,115,1,115
Custom,Add Large Crown Detail in Bed 2 like VFF Model,0,1,0
Custom,Add Level 1 Accent Band in Bath #3,350,1,350
Custom,Add Level 1 Accent Band in Master Shower,377.0833333,12,4525
Custom,Add Level 3 Base & Wall Cabinet in lieu of Closet in Laundry Room,1360,1,1360
Custom,Add Metal Railing on Front Porch Steps,440,1,440
Custom,Add Metal Railing to the front steps,400,1,400
Custom,Add Pair of 10 Lite French Doors to the Den,550,1,550
Custom,Add plug/switch non-waterproof,50,6,300
Custom,Add railing to front porch stairs,450,1,450
Custom,Add rear covered porch built on existing deck,5540,1,5540
Custom,add recessed lights on existing switch,95,4,380
Custom,Add screen to covered porch,925,1,925
Custom,Add sf concrete for steps and sidewalk,6,300,1800
Custom,Add Stainless Steel Disposal Button by Kitchen Sink,150,1,150
Custom,add steps to deck (3),75,1,75
Custom,Add switch for sconces in great room,0,1,0
Custom,"Add transom windows to Cafe, sliding glass door in Cafe, and Great room",1556,1,1556
Custom,Add two recessed lights in Master Bath,350,1,350
Custom,Add Wainscotting in Foyer (Like 289 SR Model),1570,1,1570
Custom,Added at contract,635,3,1905
Custom,Addison front door handle,175,1,175
Custom,Additional 28 SF of Decking,560,1,560
Custom,Additional concrete - 420 Sq Ft.,3990,1,3990
Custom,additional decking,3483,1,3483
Custom,Additional Finished Area in Basement (Exercise Room),25,235,5875
Custom,Additional sq ft concrete for additional parking,6,300,1800
Custom,Additional Walkout cost,12796,1,12796
Custom,Alarm system - Superhomes,1540,1,1540
Custom,Alexandria *' arched top mahogany door,3277,1,3277
Custom,ALT Kitchen Level 2,2912,2,5824
Custom,Alt Partial First floor plan without study,100,1,100
Custom,Alternate Master Bath Floor tile - Level 4,580,1,580
Custom,Appliances - Upgrade Cooktop to JP5030DJBB,480,1,480
Custom,Balusters - 2x2 white painted,525,1,525
Custom,Balusters - upgrade to 2x2 white painted,550,1,550
Custom,Bar Circuit,155,1,155
Custom,Bar Circuit - minimum required,550,1,550
Custom,Basement Bar,9851,1,9851
Custom,Basement bar - backsplash,900,1,900
Custom,Basement Bath #3 -  Level 2 - Shower wall and shower Floor Tile,273.79,1,273.79
Custom,Basement Beam - In Contract,864,1,864
Custom,Basement Den - level 2 carpet pad,50,1,50
Custom,Basement Rec Room Vinyl Tile Flooring,4429.12,1,4429.12
Custom,Basement Wet Bar - Ceramic tile flooring 8'x5',439.15,1,439.15
Custom,"Bath #2 - add 6"" accent band around tub/shower",400,1,400
Custom,Bath #2 - change fiberglass tub to americast w/tiled walls,1575,1,1575
Custom,Bath #2 - Level 2 ceramic tile,350,1,350
Custom,Bath #2 - Upgrade from 1 pc. Fiberglass Tub/Shwr to Tiled Walk-In Shower,2140,1,2140
Custom,Bath #2 - upgrade to comfort height commode,160,1,160
Custom,Bath #2 - Upgrade Tub/Shwr to Tiled Walk-in Shower,1320,1,1320
Custom,Bath #2 Shower only with tile floor and tile wall in lieu of fiberglas,1800,1,1800
Custom,Bath #3 - Decorative cubby back,119.6,1,119.6
Custom,Bath 2 - add listello insert,389,1,389
Custom,Bath 2 - Tub/Shwr Walls - Level 2,75,1,75
Custom,"Bathroom2 doorway to be 32"" wide taking space from the mechanical room",20,1,20
Custom,Bed 2 - Change to Music Room w/ Fluted Cased Opening to Match Dining Room,1250,1,1250
Custom,"Bedroom 2 - add 3"" chairrail",250,1,250
Custom,Bedroom 3 - paint ceiling same as walls/extra paint color,553,1,553
Custom,Bore hole for future hot water dispenser,12.5,2,25
Custom,Bore holes for future hot water dispenser and drinking faucet,100,1,100
Custom,Brava Vinyl Plank Level 2 - Basement,5030.76,1,5030.76
Custom,Brick backsplash at wet-bar in basement,660,1,660
Custom,Butler Pantry - Full extension soft close doors and drawers,180,1,180
Custom,Butler's pantry - add tall crown,200,1,200
Custom,Butler's Pantry - Level 2 Quartz,550,1,550
Custom,Butler's Pantry - upgrade to Level 2 Quartz,400,1,400
Custom,Butler's Pantry Upgrade to Level 3 Cabinets,660,1,660
Custom,Buyer to pay to switch out granite,1285,1,1285
Custom,C/O,200.35,2,400.7
Custom,C/O Fee,100,1,100
Custom,C/O POS,733,1,733
Custom,C/O#4,1365,1,1365
Custom,Cabinets - Add Full Extension Soft Close Drawers & Doors to Basement Wet Bar,410,1,410
Custom,Cambria - Level 1 alternate master bath,2340,1,2340
Custom,Carpet cut fee,150,6,900
Custom,Ceramic Tile - Add Full Tiled Bench in Master Shower,365,1,365
Custom,Ceramic Tile - Upgrade Kitchen Backsplash Pattern to Herringbone,420,1,420
Custom,Ceramic Tile - Upgrade Kitchen Backsplash to Herringbone Pattern,420,1,420
Custom,Ceramic Tile Bench in Master Shower,200,1,200
Custom,Change (3) recess lighs over bar to (3) pendant lights and switch,80,1,80
Custom,Change (3) Recess Lights Over Kitchen Island To (3) Pendant Lights,160,1,160
Custom,Change 1/2 Lite Steel Door to PR 3068 HM,550,1,550
Custom,change 2,2889,1,2889
Custom,Change all garage door lift tracks to high lift w/side mount operators,1830.76,1,1830.76
Custom,Change entertainment center to a bookcase,636,1,636
Custom,Change fee - administrative cost,100,1,100
Custom,Change fees - 10/20/2016,400,1,400
Custom,Change in window for showcase,235,1,235
Custom,Change lights in dining and cafe,200,1,200
Custom,Change Master bath toilet ti handicap,160,1,160
Custom,Change Order,1479.967931,58,85838.14
Custom,Change Order add concrete,91,1,91
Custom,Change order Design,398,1,398
Custom,Change order fee,100,16,1600
Custom,Change Orders,11211.09731,26,291488.53
Custom,Change paint color in Study,150,1,150
Custom,"Change Ring, Hook & Bar Finish - 1/2 Bath",10,1,10
Custom,Change slider to 6068 in Cafe,568,1,568
Custom,Change standard 50 gal Ekectric water heater to Rinnai RRvc98in Tankle,3250,1,3250
Custom,change standard white windows,480,1,480
Custom,Change std. basement window to a 4''x2'' slider vinyl window,210,2,420
Custom,Change toilet in master bath to handicap,160,1,160
Custom,Change towel ring and toilet paper holder in 1/2 bath to satin nickel,10,1,10
Custom,Change windows in master bedroom to doors (3365-3 windows to 8068 HPD),348.5,1,348.5
Custom,Charge for sawing out brass floor outlet in basement,150,1,150
Custom,Chnage Order,1554.59,4,6218.36
Custom,Chnage Order #2,4923.2,1,4923.2
Custom,"Como VE170 EVP Rec Room, Bed and closet and Exercise room",8652,1,8652
Custom,Concrete - add 84 Sq Ft to patio,798,1,798
Custom,Concrete - add square footage to drive way,405.33,1,405.33
Custom,Concrete credit,-3186,1,-3186
Custom,concrete field directive - add 395 additional sq ft,3752.5,1,3752.5
Custom,Contract Options,26919,2,53838
Custom,"Countertop - Granite DO NOT INSTALL 4"" SPLASH",0,1,0
Custom,Countertop reduction,-1170,1,-1170
Custom,Credit - Allowance for level 3 hardwood,-2636,1,-2636
Custom,Credit - allowance for level 3 hardwood in master bedroom,-575,1,-575
Custom,Credit - remove included gas stove,-645,1,-645
Custom,Credit - standard refrigerator,-800,1,-800
Custom,Credit Baseboard trim - double charge on design,-484.5,1,-484.5
Custom,"Credit bath mirrors - bath 2, bath 3 and powder room",-135,1,-135
Custom,Credit for electrical work on (2) Flush Mounts,-60,1,-60
Custom,Credit for speakers not installed,-1320,1,-1320
Custom,Credit for Walk out Option,-18270,1,-18270
Custom,Credit Sod,-1150,1,-1150
Custom,Credit VDC option for Level 1 hardwood in master bedroom,-2123,1,-2123
Custom,Credit- Change Master bath tub to Garden Tub,-220,1,-220
Custom,Credits,-380.72,1,-380.72
Custom,Custom - finish more square footage in the basemenet,27707,1,27707
Custom,Custom Deck,9891.83,1,9891.83
Custom,Custom install of hardwood in Master entry,246,1,246
Custom,Customer added keystones - outside our plan,650,1,650
Custom,Customer Design Addendum,3801,1,3801
Custom,Cut fee,175,1,175
Custom,Cut fee for master bedroom color change,200,1,200
Custom,Dark Paint Dining Room - Charge for extra coats,250,1,250
Custom,Decking - add 71 Sq ft of additional decking,1420,1,1420
Custom,Decking addition - 72 Sq Ft,1944,1,1944
Custom,Decking field directive,3455,2,6910
Custom,Decking material,1764.73,1,1764.73
Custom,Dedicated outlet for refrigerator,155,1,155
Custom,Delete door in master bedroom and center window,-327,1,-327
Custom,Delete Drywall Linen Closet in Master Bath & Add Level 1 Linen Cabinet,2422,1,2422
Custom,Delete Key Drop to create larger powder room and laundry room,322,1,322
Custom,Delta - Touchless Chrome 9192T-SD-DST Addison Single Handle,285,1,285
Custom,Design Addendum - Selections/upgrades,3005,1,3005
Custom,Design Options - add Level 3 carpet,1098,1,1098
Custom,Design Options VDC,27288,1,27288
Custom,Designer details and features,9000,1,9000
Custom,Dining Room - raised openings and squared pass through,430,1,430
Custom,Dining Room - Squared pass-through and Raised opening,430,1,430
Custom,Dishwasher GDT580SSFSS,195,1,195
Custom,Do not deliver or install a powder room mirror,0,1,0
Custom,DO NOT DELIVER OR INSTALL ANY BATHROOM MIRRORS,0,1,0
Custom,Do not deliver or install master bath or powder bath mirror,0,2,0
Custom,Do Not Install Laundry Folding Counter,0,1,0
Custom,"Do not install wire shelving in master walk-in closet or small closet,  bedroom #2 closet, or above sink in Laundry",0,1,0
Custom,Drain tile,90,1,90
Custom,Drywall repair for tear out tile in master bath,300,1,300
Custom,Elec C/O,896.75,1,896.75
Custom,Electric - Add Variable Speed Control to Fan,32,5,160
Custom,Electric - Ground Faults,100,3,300
Custom,Electrical - Add (4) Gang Outlet,50,1,50
Custom,Electrical Change Order,1549.480769,13,20143.25
Custom,Electrical Directive,1005,2,2010
Custom,Electrical walk-thru,60,1,60
Custom,Elevation - Delete Arch over the Window on the 2nd Floor,0,1,0
Custom,Elevation A,0,1,0
Custom,Elim Ejector Crock,-1495,1,-1495
Custom,Exercise Room - Level 3 pet proof pad,110,1,110
Custom,extend roofline on rear porch for future screen,1885,1,1885
Custom,Extra landing (1),799,1,799
Custom,Extra paint coats of Sockeye in Dining and Bed #2,150,2,300
Custom,Field Directive #2,314,1,314
Custom,Field directive - electrical,595,7,4165
Custom,Field Directive for electrcal changed,4848.46,1,4848.46
Custom,Field Directive-Elec,1890,1,1890
Custom,Finish additional 143 SQ FT in basement,3575,1,3575
Custom,"Finish Small area at bottom of basement stairs, 2 doors, drywall",1125,1,1125
Custom,Fireplace - Level 2 tile,52.5,2,105
Custom,Fireplace - upgrade surround to ledgestone,425,1,425
Custom,Fireplace - Upgrade Tile to Level 2 12x12 Ceramic Tile,30,1,30
Custom,Fireplace - upgrade to level 1 stone/granite,280,1,280
Custom,Fireplace - Upgrade to Level 2 Ceramic Tile 12x12,25,1,25
Custom,Fireplace - Upgrade to Level 2 Ceramic Tile Surround,45,1,45
Custom,Fireplace - Upgrade to Level 2 Tile Fireplace Surround,50,1,50
Custom,Fireplace - upgrade to Level 3 Mosaic 2x4,320,1,320
Custom,Fireplace - Upgrade to Level 3 tile,96.66666667,3,290
Custom,Fireplace - upgrade to level 3 tile finish,60,1,60
Custom,Fireplace -- Upgrade to Level 3 ceramic tile,65,1,65
Custom,First Floor Ceiling Paint - extra color too,3144,1,3144
Custom,Flip space for opt book case and add alcove to master bed,0,1,0
Custom,Foyer - 1 pc crown in foyer tray,250,1,250
Custom,Foyer - add tray w/1 pc crown,560,1,560
Custom,Frieplace - Level 3 tile 12x12,145,1,145
Custom,Front Door - Upgrade to Tiffany Arched Top Mahogany Door w/ Flemish Glass,3968,1,3968
Custom,Front door hardware - upgrade to Addison style,150,1,150
Custom,Front porch railing - add additional 9 ft on ends as shown on plans,969,1,969
Custom,Generator Rough-in plumbing ONLY,843.75,1,843.75
Custom,Glass inserts w/mullions,170,2,340
Custom,"Gourmet Kitchen and butler's pantry - Add 4"" splash",0,1,0
Custom,Guest  Bath - Add Accent Strip in Shower,277,1,277
Custom,Hardwood - Level 4 in standard areas,4400,1,4400
Custom,Hardwood - Upgrade to Level 2 Hardwood in Laundry,160,1,160
Custom,Hardwood - Upgrade to Level 3 Hardwood in Laundry,260,1,260
Custom,Hardwood in hallway leading to master bath,154.6,1,154.6
Custom,Install landing and new stairs from garage to home prior to closing.,420,1,420
Custom,Insulation of two walls in ulility room,110,1,110
Custom,"Interior Trim - Upgrade to 3 1/2"" Colonial Casing on 2nd Floor",120,1,120
